21,100,582,399,783,560,1,5,2,40,88,91,89,92,1230,,,,,,50,50,10,10,100,,,,,,,,
22,100,591,552,685,695,1,5,3,20,88,91,89,92,94,1230,,,,,30,30,30,30,10,100,,,,,,,
23,100,423,552,594,788,1,5,5,30,90,93,94,1230,,,,,,,30,30,30,100,,,,,,,,,
24,100,541,375,592,554,1,5,4,20,89,92,96,99,95,98,1230,,,,30,30,40,40,5,5,100,,,,,,
25,100,479,355,541,557,1,5,5,30,90,93,97,100,1230,,,,,,20,20,20,20,100,,,,,,,,
26,100,425,387,480,554,1,5,6,40,97,100,101,,,,,,,,20,20,10,,,,,,,,,,
27,100,403,316,526,391,1,5,5,20,90,93,97,100,,,,,,,30,30,30,30,,,,,,,,,
28,100,11,567,155,707,1,5,2,20,104,107,110,113,,,,,,,30,30,10,10,,,,,,,,,
29,100,208,524,308,682,1,5,5,20,89,108,111,114,,,,,,,30,30,10,10,,,,,,,,,
30,100,63,392,308,524,1,5,8,20,105,108,89,114,,,,,,,30,30,20,20,,,,,,,,,
31,100,308,524,426,691,1,5,5,30,106,109,111,114,,,,,,,30,30,5,5,,,,,,,,,
32,100,128,315,202,392,1,5,10,30,115,112,116,,,,,,,,30,30,30,50,80,,,,,,,,
33,100,308,387,426,524,1,5,10,40,117,115,112,,,,,,,,30,30,30,,,,,,,,,,
34,100,444,299,494,315,1,5,10,40,90,93,97,100,,,,,,,1,1,1,1,,,,,,,,,
36,100,1,1,799,799,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,
37,100,365,440,416,486,1,6,8,60,118,119,176,177,117,179,180,101,178,181,1,3,3,3,3,3,3,3,3,3,,,
38,100,547,115,699,241,1,5,3,100,122,126,129,120,124,159,163,167,164,,20,20,20,1,1,20,20,20,1,,,,
39,100,547,241,679,331,1,5,4,100,122,126,129,158,162,166,793,,,,1,1,1,1,1,1,6,,,,,,
40,100,539,297,587,374,1,5,5,500,122,126,129,1130,,,,,,,4,4,4,1,,,,,,,,,
41,100,587,331,630,343,1,5,3,110,122,126,129,158,162,166,,,,,20,20,20,,,,,,,,,,
42,100,532,332,595,361,1,5,5,110,122,126,129,158,162,166,,,,,20,20,20,,,,,,,,,,
43,100,524,325,546,346,1,5,2,120,122,126,129,158,162,166,,,,,20,20,20,,,,,,,,,,
44,100,504,298,547,325,1,5,3,100,132,136,140,,,,,,,,20,20,20,,,,,,,,,,
45,100,434,237,547,298,1,5,3,100,132,136,140,121,125,128,157,161,165,,20,20,20,20,20,20,20,20,20,,,,
46,100,434,176,547,237,1,5,5,100,133,137,141,158,162,166,205,127,129,794,1,1,1,1,1,1,1,1,1,9,,,
47,100,434,115,547,176,1,5,5,100,134,139,142,131,135,794,,,,,10,10,10,1,1,30,,,,,,,
48,100,180,25,434,120,1,5,5,100,146,150,153,,,,,,,,30,30,30,,,,,,,,,,
49,100,180,120,315,200,1,5,5,100,146,150,153,143,147,,,,,,30,30,30,1,1,,,,,,,,
50,100,315,120,434,200,1,5,4,100,145,149,152,,,,,,,,30,30,30,,,,,,,,,,
51,100,180,200,360,282,1,5,3,100,144,148,151,792,1315,1316,,,,,15,15,15,60,50,80,,,,,,,
52,100,360,200,433,314,1,5,3,100,144,148,151,792,,,,,,,15,15,15,75,,,,,,,,,
54,100,556,345,621,393,1,5,10,50,169,170,,,,,,,,,1,1,,,,,,,,,,,
55,100,614,393,621,403,1,5,10,50,169,170,,,,,,,,,1,1,,,,,,,,,,,
56,100,621,341,645,412,1,5,10,50,169,170,711,,,,,,,,6,6,4,,,,,,,,,,
57,100,633,329,662,403,1,5,10,50,169,170,,,,,,,,,1,1,,,,,,,,,,,
58,100,273,282,353,366,1,5,10,50,171,172,173,174,175,791,,,,,1,5,5,5,5,20,,,,,,,
59,1000,1,1,159,159,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
60,1100,1,1,129,149,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
61,2000,1,1,149,149,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
62,1300,1,1,99,99,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
63,1400,1,1,149,149,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
64,100,11,524,208,708,1,5,5,10,105,108,111,114,116,,,,,,30,30,20,20,10,,,,,,,,
65,100,568,538,610,578,1,5,4,30,89,92,94,,,,,,,,1,1,1,,,,,,,,,,
66,100,432,236,546,315,1,5,3,5,132,136,140,121,125,128,157,161,165,,20,20,20,20,20,20,20,20,20,,,,
67,100,433,306,446,315,1,5,3,20,88,91,89,92,94,,,,,,30,30,30,30,10,,,,,,,,
68,100,433,310,499,315,1,5,3,20,88,91,89,92,94,,,,,,30,30,30,30,10,,,,,,,,
70,100,520,323,538,338,1,5,2,120,122,126,129,158,162,166,127,,,,20,20,20,20,20,20,20,,,,,,
72,10001,1,1,49,49,1,7,5,1,183,188,192,,,,,,,,20,20,20,,,,,,,,,,
73,10002,1,1,49,49,1,7,6,1,184,188,193,,,,,,,,20,20,20,,,,,,,,,,
74,10003,1,1,27,32,1,7,7,10,196,200,197,201,203,,,,,,1,1,10,20,15,,,,,,,,
75,10003,1,1,49,49,1,7,8,1,185,190,194,,,,,,,,20,20,20,,,,,,,,,,
76,10004,1,1,49,49,1,7,8,1,197,201,203,,,,,,,,10,20,15,,,,,,,,,,
77,10005,1,1,49,49,1,7,10,1,198,202,204,,,,,,,,10,20,15,,,,,,,,,,
78,10006,1,1,49,99,1,7,10,1,186,191,195,797,,,,,,,10,10,10,30,,,,,,,,,
79,10101,1,1,49,49,1,7,3,1,206,209,210,213,216,,,,,,15,1,10,10,1,,,,,,,,
80,10102,1,1,49,49,1,7,4,1,207,211,214,,,,,,,,10,5,10,,,,,,,,,,
81,10103,1,1,49,49,1,7,5,1,208,212,215,,,,,,,,10,10,10,,,,,,,,,,
