初期拥有的乌力乌力,at:1;1;1|gu:0|es:0|rn:|wa:0;0;0;0;0;0;0;,,1,2,1,1,1,1,1,-1,-1,0,1,1234,1235,,,,,,,,,800,200,,,,,,,,
初期拥有的凯比,at:1;1;1|gu:0|es:0|rn:|wa:0;0;0;0;0;0;0;,,2,112,1,1,1,1,1,-1,-1,0,1,1234,1235,,,,,,,,,800,200,,,,,,,,
初期拥有的克克尔,at:1;1;1|gu:0|es:0|rn:|wa:0;0;0;0;0;0;0;,,3,102,1,1,1,1,1,-1,-1,0,1,1234,1235,,,,,,,,,800,200,,,,,,,,
初期拥有的威伯,at:1;1;1|gu:0|es:0|rn:|wa:0;0;0;0;0;0;0;,,4,34,1,1,1,1,1,-1,-1,0,1,1234,1235,,,,,,,,,800,200,,,,,,,,
乌力,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,9,1,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
乌力乌力,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,10,2,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
乌力斯坦,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,11,3,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
乌力布鲁,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,12,4,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
布比,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,13,11,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
金布伊,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,14,12,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
布伊,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,15,13,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
布伊比,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,16,14,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
卡布伊,at:10;1;1|gu:2|es:1|wa:0;0;0;0;0;0;0;,,17,15,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
加美,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,21,21,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
加比,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,25,22,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
加比奥,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,26,23,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
加斯,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,27,24,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
乌宝宝,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,28,31,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
威威,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,29,32,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
乌卡鲁,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,30,33,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
威伯,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,31,34,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
贝洛恩,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,32,41,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
贝洛洛克,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,33,42,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
贝洛宝克尔,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,34,43,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
贝洛宝利,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,35,44,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
龟之盾,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,36,51,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
绿龟,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,37,52,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
卡梅兰恩,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,38,53,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
石龟,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,39,54,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
阿哥亚,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,42,61,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
尼可斯,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,43,62,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
特洛昆,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,44,63,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
达克尔,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,45,64,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
拉奇鲁哥,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,46,71,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
呼拔拔,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,47,72,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
多萨金格,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,48,73,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
鲁尼帖斯,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,49,74,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
卡达鲁卡斯,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,50,81,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
柯伊达,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,51,82,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
柯洛加斯,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,52,83,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
洛奇安,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,53,84,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
利则诺顿,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,54,91,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
扬奇洛斯,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,55,92,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
邦浦洛斯,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,56,93,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
邦奇诺,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,57,94,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
克雷尔,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,58,101,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
克克尔,at:10;1;1|gu:1|es:1|wa:0;0;0;0;0;0;0;,,59,102,1,1,3,1,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,
